"leftAssetId","rightAssetId","distance","leftUrl","rightUrl","leftDestination","rightDestination","exactUrlMatch","sameSourceAsset"
"corpus:b8470e638db85e1999dfe1ce","corpus:30bb59e94da3743c346c20c5","0","https://images.pexels.com/photos/7454875/pexels-photo-7454875.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/7454875/pexels-photo-7454875.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","나가사키","황산","true","true"
"corpus:5c64abbfe3f4eb874d1d4e31","corpus:f5b1a4532fa3fc92f60591c0","0","https://www.yeosonam.com/og-image.png?blog=bangkok-june-rainy-season-weather-preparation-2026&slot=3","https://www.yeosonam.com/og-image.png?blog=%ED%98%B8%ED%99%94%ED%98%B8%ED%8A%B9-6%EC%9B%94-%EB%82%A0%EC%94%A8%EC%99%80-%EC%98%B7%EC%B0%A8%EB%A6%BC-%EC%99%84%EB%B2%BD-%EA%B0%80%EC%9D%B4%EB%93%9C&slot=3","방콕","호화호특","false","true"
"corpus:5c64abbfe3f4eb874d1d4e31","corpus:c289fc5add3237ec88394f09","0","https://www.yeosonam.com/og-image.png?blog=bangkok-june-rainy-season-weather-preparation-2026&slot=3","https://www.yeosonam.com/og-image.png?blog=%EB%82%98%ED%8A%B8%EB%9E%91-%EB%8B%AC%EB%9E%8F-%ED%99%94%ED%8F%90-%ED%99%98%EC%A0%84-%ED%8C%81-%EB%AC%B8%ED%99%94-%EC%B4%9D%EC%A0%95%EB%A6%AC&slot=3","방콕","나트랑","false","true"
"corpus:5c64abbfe3f4eb874d1d4e31","corpus:fdbcfca898404ec342114246","0","https://www.yeosonam.com/og-image.png?blog=bangkok-june-rainy-season-weather-preparation-2026&slot=3","https://www.yeosonam.com/og-image.png?blog=%EC%BA%90%EB%82%98%EB%8B%A4-%EB%A1%9C%ED%82%A4%EC%82%B0%EB%A7%A5-7%EC%9B%94-%EC%97%AC%ED%96%89-%EB%A0%8C%ED%84%B0%EC%B9%B4-%EC%97%86%EC%9D%B4-%EB%8C%80%EC%A4%91%EA%B5%90%ED%86%B5%EC%9C%BC%EB%A1%9C-%EA%B0%80%EB%8A%A5%ED%95%A0%EA%B9%8C&slot=3&dedupe=2","방콕","캐나다 로키산맥","false","true"
"corpus:5c64abbfe3f4eb874d1d4e31","corpus:c981f8813917fbf8b3246d2b","0","https://www.yeosonam.com/og-image.png?blog=bangkok-june-rainy-season-weather-preparation-2026&slot=3","https://www.yeosonam.com/og-image.png?blog=danang-complete-guide&slot=3","방콕","다낭","false","true"
"corpus:a5e9b9e3a36f1ad6efda38af","corpus:19cec71c08020ffa63b5b66f","0","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","장마철","계림","true","true"
"corpus:a5e9b9e3a36f1ad6efda38af","corpus:5dd3a031cd0857ee1307375b","0","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","장마철","유럽","true","true"
"corpus:a5e9b9e3a36f1ad6efda38af","corpus:2e4825711240f641cce33a05","0","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","장마철","호화호특","true","true"
"corpus:19cec71c08020ffa63b5b66f","corpus:5dd3a031cd0857ee1307375b","0","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","계림","유럽","true","true"
"corpus:19cec71c08020ffa63b5b66f","corpus:2e4825711240f641cce33a05","0","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","계림","호화호특","true","true"
"corpus:8a30db27cd67499e1a298bb2","corpus:bb8177f1831ef4e45877b79d","0","https://images.pexels.com/photos/29291616/pexels-photo-29291616.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/29291616/pexels-photo-29291616.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","유럽","석가장","true","true"
"corpus:5dd3a031cd0857ee1307375b","corpus:2e4825711240f641cce33a05","0","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","https://images.pexels.com/photos/33268308/pexels-photo-33268308.jpeg?auto=compress&cs=tinysrgb&fit=crop&h=627&w=1200","유럽","호화호특","true","true"
"corpus:f5b1a4532fa3fc92f60591c0","corpus:c289fc5add3237ec88394f09","0","https://www.yeosonam.com/og-image.png?blog=%ED%98%B8%ED%99%94%ED%98%B8%ED%8A%B9-6%EC%9B%94-%EB%82%A0%EC%94%A8%EC%99%80-%EC%98%B7%EC%B0%A8%EB%A6%BC-%EC%99%84%EB%B2%BD-%EA%B0%80%EC%9D%B4%EB%93%9C&slot=3","https://www.yeosonam.com/og-image.png?blog=%EB%82%98%ED%8A%B8%EB%9E%91-%EB%8B%AC%EB%9E%8F-%ED%99%94%ED%8F%90-%ED%99%98%EC%A0%84-%ED%8C%81-%EB%AC%B8%ED%99%94-%EC%B4%9D%EC%A0%95%EB%A6%AC&slot=3","호화호특","나트랑","false","true"
"corpus:f5b1a4532fa3fc92f60591c0","corpus:fdbcfca898404ec342114246","0","https://www.yeosonam.com/og-image.png?blog=%ED%98%B8%ED%99%94%ED%98%B8%ED%8A%B9-6%EC%9B%94-%EB%82%A0%EC%94%A8%EC%99%80-%EC%98%B7%EC%B0%A8%EB%A6%BC-%EC%99%84%EB%B2%BD-%EA%B0%80%EC%9D%B4%EB%93%9C&slot=3","https://www.yeosonam.com/og-image.png?blog=%EC%BA%90%EB%82%98%EB%8B%A4-%EB%A1%9C%ED%82%A4%EC%82%B0%EB%A7%A5-7%EC%9B%94-%EC%97%AC%ED%96%89-%EB%A0%8C%ED%84%B0%EC%B9%B4-%EC%97%86%EC%9D%B4-%EB%8C%80%EC%A4%91%EA%B5%90%ED%86%B5%EC%9C%BC%EB%A1%9C-%EA%B0%80%EB%8A%A5%ED%95%A0%EA%B9%8C&slot=3&dedupe=2","호화호특","캐나다 로키산맥","false","true"
"corpus:f5b1a4532fa3fc92f60591c0","corpus:c981f8813917fbf8b3246d2b","0","https://www.yeosonam.com/og-image.png?blog=%ED%98%B8%ED%99%94%ED%98%B8%ED%8A%B9-6%EC%9B%94-%EB%82%A0%EC%94%A8%EC%99%80-%EC%98%B7%EC%B0%A8%EB%A6%BC-%EC%99%84%EB%B2%BD-%EA%B0%80%EC%9D%B4%EB%93%9C&slot=3","https://www.yeosonam.com/og-image.png?blog=danang-complete-guide&slot=3","호화호특","다낭","false","true"
"corpus:c289fc5add3237ec88394f09","corpus:fdbcfca898404ec342114246","0","https://www.yeosonam.com/og-image.png?blog=%EB%82%98%ED%8A%B8%EB%9E%91-%EB%8B%AC%EB%9E%8F-%ED%99%94%ED%8F%90-%ED%99%98%EC%A0%84-%ED%8C%81-%EB%AC%B8%ED%99%94-%EC%B4%9D%EC%A0%95%EB%A6%AC&slot=3","https://www.yeosonam.com/og-image.png?blog=%EC%BA%90%EB%82%98%EB%8B%A4-%EB%A1%9C%ED%82%A4%EC%82%B0%EB%A7%A5-7%EC%9B%94-%EC%97%AC%ED%96%89-%EB%A0%8C%ED%84%B0%EC%B9%B4-%EC%97%86%EC%9D%B4-%EB%8C%80%EC%A4%91%EA%B5%90%ED%86%B5%EC%9C%BC%EB%A1%9C-%EA%B0%80%EB%8A%A5%ED%95%A0%EA%B9%8C&slot=3&dedupe=2","나트랑","캐나다 로키산맥","false","true"
"corpus:c289fc5add3237ec88394f09","corpus:c981f8813917fbf8b3246d2b","0","https://www.yeosonam.com/og-image.png?blog=%EB%82%98%ED%8A%B8%EB%9E%91-%EB%8B%AC%EB%9E%8F-%ED%99%94%ED%8F%90-%ED%99%98%EC%A0%84-%ED%8C%81-%EB%AC%B8%ED%99%94-%EC%B4%9D%EC%A0%95%EB%A6%AC&slot=3","https://www.yeosonam.com/og-image.png?blog=danang-complete-guide&slot=3","나트랑","다낭","false","true"
"corpus:fdbcfca898404ec342114246","corpus:c981f8813917fbf8b3246d2b","0","https://www.yeosonam.com/og-image.png?blog=%EC%BA%90%EB%82%98%EB%8B%A4-%EB%A1%9C%ED%82%A4%EC%82%B0%EB%A7%A5-7%EC%9B%94-%EC%97%AC%ED%96%89-%EB%A0%8C%ED%84%B0%EC%B9%B4-%EC%97%86%EC%9D%B4-%EB%8C%80%EC%A4%91%EA%B5%90%ED%86%B5%EC%9C%BC%EB%A1%9C-%EA%B0%80%EB%8A%A5%ED%95%A0%EA%B9%8C&slot=3&dedupe=2","https://www.yeosonam.com/og-image.png?blog=danang-complete-guide&slot=3","캐나다 로키산맥","다낭","false","true"
